"Tabela 10061 - Pessoas de 18 anos ou mais de idade, por nível de instrução, segundo os grupos de idade, o sexo e a cor ou raça"
"Variável - Pessoas de 18 anos ou mais de idade (Pessoas)"
"Município","Sexo","Cor ou raça","Ano x Nível de instrução x Grupo de idade"
"Município","Sexo","Cor ou raça","2022"
"Município","Sexo","Cor ou raça","Total","Sem instrução e fundamental incompleto","Fundamental completo e médio incompleto","Médio completo e superior incompleto","Superior completo"
"Município","Sexo","Cor ou raça","Total","Total","Total","Total","Total"
"Santa Rosa de Viterbo (SP)","Homens","Total","48.10","13.86","7.80","20.75","5.69"
"Santa Rosa de Viterbo (SP)","Mulheres","Total","51.90","15.38","8.26","19.87","8.40"
"Santa Salete (SP)","Total","Total","100.00","39.82","10.49","34.88","14.82"
"Santa Salete (SP)","Homens","Total","49.01","20.14","4.94","17.63","6.23"
"Santa Salete (SP)","Mulheres","Total","50.99","19.68","5.47","17.25","8.59"
"Santo Anastácio (SP)","Total","Total","100.00","29.06","11.91","39.04","19.99"
"Santo Anastácio (SP)","Homens","Total","47.54","13.94","5.97","21.01","6.62"
"Santo Anastácio (SP)","Mulheres","Total","52.46","15.12","5.94","18.03","13.37"
"Santo André (SP)","Total","Total","100.00","18.18","12.06","40.79","28.98"
"Santo André (SP)","Homens","Total","46.50","7.75","5.79","20.09","12.87"
"Santo André (SP)","Mulheres","Total","53.50","10.42","6.27","20.70","16.11"
"Santo Antônio da Alegria (SP)","Total","Total","100.00","40.75","13.53","31.62","14.09"
"Santo Antônio da Alegria (SP)","Homens","Total","50.09","22.00","7.96","15.81","4.34"
"Santo Antônio da Alegria (SP)","Mulheres","Total","49.91","18.75","5.58","15.81","9.75"
"Santo Antônio de Posse (SP)","Total","Total","100.00","37.85","20.25","30.92","10.98"
"Santo Antônio de Posse (SP)","Homens","Total","49.70","18.93","11.08","14.67","5.02"
"Santo Antônio de Posse (SP)","Mulheres","Total","50.30","18.92","9.17","16.25","5.95"
"Santo Antônio do Aracanguá (SP)","Total","Total","100.00","32.09","17.28","39.69","10.94"
"Santo Antônio do Aracanguá (SP)","Homens","Total","50.52","17.03","8.77","20.37","4.35"
"Santo Antônio do Aracanguá (SP)","Mulheres","Total","49.46","15.06","8.49","19.32","6.58"
"Santo Antônio do Jardim (SP)","Total","Total","100.00","37.81","17.54","33.13","11.52"
"Santo Antônio do Jardim (SP)","Homens","Total","49.74","19.18","8.94","16.90","4.72"
"Santo Antônio do Jardim (SP)","Mulheres","Total","50.24","18.61","8.59","16.24","6.80"
"Santo Antônio do Pinhal (SP)","Total","Total","100.00","35.04","14.03","34.47","16.47"
"Santo Antônio do Pinhal (SP)","Homens","Total","49.88","17.84","7.71","17.49","6.84"
"Santo Antônio do Pinhal (SP)","Mulheres","Total","50.12","17.20","6.32","16.99","9.63"
"Santo Expedito (SP)","Total","Total","100.00","38.12","13.29","40.98","7.57"
"Santo Expedito (SP)","Homens","Total","48.42","19.90","6.10","20.36","2.06"
"Santo Expedito (SP)","Mulheres","Total","51.58","18.26","7.19","20.61","5.51"
"Santópolis do Aguapeí (SP)","Total","Total","100.00","28.88","21.65","37.86","11.60"
"Santópolis do Aguapeí (SP)","Homens","Total","47.98","13.52","11.00","20.01","3.46"
"Santópolis do Aguapeí (SP)","Mulheres","Total","52.02","15.37","10.63","17.85","8.14"
"Santos (SP)","Total","Total","100.00","14.90","11.43","36.99","36.68"
"Santos (SP)","Homens","Total","44.15","5.89","5.12","16.97","16.17"
"Santos (SP)","Mulheres","Total","55.85","9.01","6.31","20.02","20.51"
"São Bento do Sapucaí (SP)","Total","Total","100.00","37.77","12.13","33.76","16.34"
"São Bento do Sapucaí (SP)","Homens","Total","49.08","19.83","6.41","16.76","6.08"
"São Bento do Sapucaí (SP)","Mulheres","Total","50.92","17.95","5.73","17.00","10.25"
"São Bernardo do Campo (SP)","Total","Total","100.00","17.72","13.48","41.78","27.02"
"São Bernardo do Campo (SP)","Homens","Total","46.64","7.88","6.83","19.93","12.00"
"São Bernardo do Campo (SP)","Mulheres","Total","53.36","9.84","6.64","21.85","15.03"
"São Caetano do Sul (SP)","Total","Total","100.00","13.72","8.33","32.76","45.20"
"São Caetano do Sul (SP)","Homens","Total","44.48","5.28","3.46","15.52","20.22"
"São Caetano do Sul (SP)","Mulheres","Total","55.52","8.44","4.87","17.24","24.98"
"São Carlos (SP)","Total","Total","100.00","19.19","12.74","43.17","24.90"
"São Carlos (SP)","Homens","Total","48.00","8.36","6.46","21.61","11.57"
"São Carlos (SP)","Mulheres","Total","52.00","10.83","6.28","21.56","13.33"
"São Francisco (SP)","Total","Total","100.00","45.52","10.19","30.85","13.44"
"São Francisco (SP)","Homens","Total","48.11","20.42","6.27","14.76","6.60"
"São Francisco (SP)","Mulheres","Total","51.89","25.05","3.92","16.08","6.84"
"São João da Boa Vista (SP)","Total","Total","100.00","26.30","14.10","37.03","22.58"
"São João da Boa Vista (SP)","Homens","Total","47.32","12.77","7.51","17.70","9.34"
"São João da Boa Vista (SP)","Mulheres","Total","52.68","13.53","6.59","19.33","13.24"
"São João das Duas Pontes (SP)","Total","Total","100.00","38.20","14.20","36.55","11.05"
"São João das Duas Pontes (SP)","Homens","Total","49.59","19.10","8.19","18.03","4.27"
"São João das Duas Pontes (SP)","Mulheres","Total","50.41","19.10","5.96","18.52","6.79"
"São João de Iracema (SP)","Total","Total","100.00","36.67","17.49","33.38","12.39"
"São João de Iracema (SP)","Homens","Total","49.48","19.45","10.50","15.96","3.50"
"São João de Iracema (SP)","Mulheres","Total","50.52","17.14","7.00","17.42","8.89"
"São João do Pau d'Alho (SP)","Total","Total","100.00","36.35","11.30","37.55","14.74"
"São João do Pau d'Alho (SP)","Homens","Total","49.45","18.23","7.15","19.54","4.53"
"São João do Pau d'Alho (SP)","Mulheres","Total","50.55","18.18","4.15","18.01","10.21"
"São Joaquim da Barra (SP)","Total","Total","100.00","28.16","16.75","37.87","17.22"
"São Joaquim da Barra (SP)","Homens","Total","47.82","13.37","8.72","18.83","6.90"
"São Joaquim da Barra (SP)","Mulheres","Total","52.18","14.79","8.03","19.04","10.32"
"São José da Bela Vista (SP)","Total","Total","100.00","40.79","17.68","32.68","8.85"
"São José da Bela Vista (SP)","Homens","Total","49.69","20.62","8.95","16.99","3.12"
"São José da Bela Vista (SP)","Mulheres","Total","50.31","20.17","8.71","15.69","5.72"
"São José do Barreiro (SP)","Total","Total","100.00","42.81","12.09","33.24","11.89"
"São José do Barreiro (SP)","Homens","Total","49.34","22.87","6.03","15.86","4.61"
"São José do Barreiro (SP)","Mulheres","Total","50.66","19.94","6.10","17.38","7.28"
"São José do Rio Pardo (SP)","Total","Total","100.00","33.96","15.86","34.46","15.72"
"São José do Rio Pardo (SP)","Homens","Total","47.49","16.68","8.42","15.78","6.62"
"São José do Rio Pardo (SP)","Mulheres","Total","52.51","17.29","7.44","18.68","9.10"
"São José do Rio Preto (SP)","Total","Total","100.00","22.11","14.70","38.01","25.18"
"São José do Rio Preto (SP)","Homens","Total","46.89","10.43","7.61","18.30","10.55"
"São José do Rio Preto (SP)","Mulheres","Total","53.11","11.68","7.09","19.71","14.63"
"São José dos Campos (SP)","Total","Total","100.00","17.90","13.66","42.22","26.22"
"São José dos Campos (SP)","Homens","Total","47.27","8.02","6.79","20.73","11.74"
"São José dos Campos (SP)","Mulheres","Total","52.73","9.88","6.88","21.49","14.48"
"São Lourenço da Serra (SP)","Total","Total","100.00","29.21","15.99","41.37","13.44"
"São Lourenço da Serra (SP)","Homens","Total","49.79","15.13","7.81","21.69","5.16"
"São Lourenço da Serra (SP)","Mulheres","Total","50.21","14.08","8.17","19.68","8.27"
"São Luiz do Paraitinga (SP)","Total","Total","100.00","42.84","12.49","31.11","13.56"
"São Luiz do Paraitinga (SP)","Homens","Total","49.98","23.25","6.42","14.22","6.09"
"São Luiz do Paraitinga (SP)","Mulheres","Total","50.02","19.59","6.07","16.90","7.46"
"São Manuel (SP)","Total","Total","100.00","28.20","15.07","43.22","13.51"
"São Manuel (SP)","Homens","Total","48.73","13.37","7.63","21.76","5.97"
"São Manuel (SP)","Mulheres","Total","51.27","14.83","7.43","21.46","7.54"
"São Miguel Arcanjo (SP)","Total","Total","100.00","41.54","19.33","29.09","10.03"
"São Miguel Arcanjo (SP)","Homens","Total","49.94","21.48","10.39","14.46","3.62"
"São Miguel Arcanjo (SP)","Mulheres","Total","50.06","20.07","8.94","14.63","6.42"
"São Paulo (SP)","Total","Total","100.00","20.91","14.32","37.07","27.70"
"São Paulo (SP)","Homens","Total","46.01","9.37","7.08","17.48","12.08"
"São Paulo (SP)","Mulheres","Total","53.99","11.55","7.23","19.59","15.62"
"São Pedro (SP)","Total","Total","100.00","28.48","14.51","38.92","18.09"
"São Pedro (SP)","Homens","Total","47.07","13.81","7.51","18.09","7.67"
"São Pedro (SP)","Mulheres","Total","52.93","14.67","7.00","20.82","10.43"
"São Pedro do Turvo (SP)","Total","Total","100.00","43.37","14.30","32.11","10.25"
"São Pedro do Turvo (SP)","Homens","Total","49.95","22.49","7.37","16.37","3.72"
"São Pedro do Turvo (SP)","Mulheres","Total","50.07","20.88","6.93","15.76","6.51"
"São Roque (SP)","Total","Total","100.00","25.83","14.39","38.56","21.21"
"São Roque (SP)","Homens","Total","48.26","12.55","7.41","19.32","8.97"
"São Roque (SP)","Mulheres","Total","51.74","13.28","6.98","19.24","12.24"
"São Sebastião (SP)","Total","Total","100.00","26.54","15.99","42.25","15.22"
"São Sebastião (SP)","Homens","Total","48.13","13.36","8.52","19.94","6.31"
"São Sebastião (SP)","Mulheres","Total","51.87","13.18","7.47","22.30","8.91"
"São Sebastião da Grama (SP)","Total","Total","100.00","42.10","15.03","28.98","13.89"
"São Sebastião da Grama (SP)","Homens","Total","49.43","22.24","8.08","14.54","4.56"
"São Sebastião da Grama (SP)","Mulheres","Total","50.57","19.84","6.95","14.44","9.33"
"São Simão (SP)","Total","Total","100.00","28.28","15.26","41.93","14.53"
"São Simão (SP)","Homens","Total","48.41","14.26","7.42","21.50","5.22"
"São Simão (SP)","Mulheres","Total","51.59","14.01","7.84","20.43","9.31"
"São Vicente (SP)","Total","Total","100.00","25.39","20.62","40.93","13.06"
"São Vicente (SP)","Homens","Total","47.27","12.04","10.30","19.51","5.42"
"São Vicente (SP)","Mulheres","Total","52.73","13.34","10.33","21.42","7.64"
"Sarapuí (SP)","Total","Total","100.00","36.58","12.02","40.12","11.28"
"Sarapuí (SP)","Homens","Total","50.19","19.34","6.08","20.37","4.40"
"Sarapuí (SP)","Mulheres","Total","49.81","17.24","5.94","19.75","6.87"
"Sarutaiá (SP)","Total","Total","100.00","46.36","14.58","31.78","7.27"
"Sarutaiá (SP)","Homens","Total","48.56","23.56","6.72","14.90","3.41"
"Sarutaiá (SP)","Mulheres","Total","51.44","22.83","7.87","16.88","3.86"
"Sebastianópolis do Sul (SP)","Total","Total","100.00","36.56","16.91","32.17","14.36"
"Sebastianópolis do Sul (SP)","Homens","Total","47.52","17.69","8.86","15.88","5.09"
"Sebastianópolis do Sul (SP)","Mulheres","Total","52.48","18.88","8.04","16.33","9.27"
"Serra Azul (SP)","Total","Total","100.00","42.92","19.84","31.44","5.80"
"Serra Azul (SP)","Homens","Total","66.97","31.19","14.46","18.51","2.81"
"Serra Azul (SP)","Mulheres","Total","33.03","11.74","5.38","12.93","2.99"
"Serrana (SP)","Total","Total","100.00","31.97","19.80","39.15","9.08"
"Serrana (SP)","Homens","Total","48.85","15.72","9.97","19.19","3.97"
"Serrana (SP)","Mulheres","Total","51.15","16.25","9.83","19.95","5.12"
"Serra Negra (SP)","Total","Total","100.00","27.53","16.21","38.29","17.98"
"Serra Negra (SP)","Homens","Total","47.77","13.03","8.53","18.43","7.78"
"Serra Negra (SP)","Mulheres","Total","52.23","14.49","7.68","19.85","10.20"
"Sertãozinho (SP)","Total","Total","100.00","27.99","16.68","37.94","17.40"
"Sertãozinho (SP)","Homens","Total","47.91","13.70","8.39","18.50","7.32"
"Sertãozinho (SP)","Mulheres","Total","52.09","14.29","8.29","19.44","10.08"
"Sete Barras (SP)","Total","Total","100.00","43.33","18.38","31.08","7.23"
"Sete Barras (SP)","Homens","Total","50.84","23.14","10.23","15.02","2.44"
"Sete Barras (SP)","Mulheres","Total","49.17","20.18","8.15","16.05","4.79"
"Severínia (SP)","Total","Total","100.00","38.33","15.62","34.68","11.37"
"Severínia (SP)","Homens","Total","50.66","19.95","8.83","18.15","3.73"
"Severínia (SP)","Mulheres","Total","49.34","18.37","6.78","16.53","7.65"
"Silveiras (SP)","Total","Total","100.00","44.30","12.94","33.29","9.45"
"Silveiras (SP)","Homens","Total","49.94","23.00","7.15","16.10","3.69"
"Silveiras (SP)","Mulheres","Total","50.08","21.32","5.81","17.19","5.77"
"Socorro (SP)","Total","Total","100.00","37.05","15.02","31.04","16.89"
"Socorro (SP)","Homens","Total","48.40","19.01","7.90","14.75","6.74"
"Socorro (SP)","Mulheres","Total","51.60","18.03","7.12","16.29","10.15"
"Sorocaba (SP)","Total","Total","100.00","19.73","12.99","43.29","23.99"
"Sorocaba (SP)","Homens","Total","47.52","8.80","6.45","21.64","10.63"
"Sorocaba (SP)","Mulheres","Total","52.48","10.92","6.53","21.66","13.36"
"Sud Mennucci (SP)","Total","Total","100.00","31.93","16.90","38.49","12.68"
"Sud Mennucci (SP)","Homens","Total","49.09","16.57","8.43","19.24","4.83"
"Sud Mennucci (SP)","Mulheres","Total","50.91","15.36","8.47","19.24","7.84"
"Sumaré (SP)","Total","Total","100.00","25.75","15.29","45.73","13.22"
"Sumaré (SP)","Homens","Total","48.21","12.11","7.93","22.43","5.74"
"Sumaré (SP)","Mulheres","Total","51.79","13.64","7.36","23.30","7.48"
"Suzano (SP)","Total","Total","100.00","22.62","14.90","48.12","14.36"
"Suzano (SP)","Homens","Total","47.41","10.49","7.39","23.63","5.90"
"Suzano (SP)","Mulheres","Total","52.59","12.13","7.51","24.49","8.46"
"Suzanápolis (SP)","Total","Total","100.00","37.89","11.10","35.51","15.46"
"Suzanápolis (SP)","Homens","Total","49.96","19.75","6.26","17.77","6.18"
"Suzanápolis (SP)","Mulheres","Total","50.04","18.14","4.84","17.73","9.28"
"Tabapuã (SP)","Total","Total","100.00","37.72","14.95","33.52","13.81"
"Tabapuã (SP)","Homens","Total","48.67","18.42","7.83","17.58","4.84"
"Tabapuã (SP)","Mulheres","Total","51.33","19.30","7.12","15.94","8.97"
"Tabatinga (SP)","Total","Total","100.00","41.21","15.11","32.53","11.15"
"Tabatinga (SP)","Homens","Total","49.04","20.15","7.94","15.80","5.14"
"Tabatinga (SP)","Mulheres","Total","50.96","21.06","7.17","16.72","6.00"
"Taboão da Serra (SP)","Total","Total","100.00","21.94","15.76","42.66","19.64"
"Taboão da Serra (SP)","Homens","Total","46.27","10.29","7.93","20.20","7.86"
"Taboão da Serra (SP)","Mulheres","Total","53.73","11.66","7.83","22.46","11.78"
"Taciba (SP)","Total","Total","100.00","35.76","12.86","40.00","11.38"
"Taciba (SP)","Homens","Total","48.72","18.94","7.47","19.34","2.98"
"Taciba (SP)","Mulheres","Total","51.28","16.82","5.38","20.67","8.38"
"Taguaí (SP)","Total","Total","100.00","39.73","19.20","32.55","8.53"
"Taguaí (SP)","Homens","Total","49.20","20.07","10.35","15.21","3.56"
"Taguaí (SP)","Mulheres","Total","50.80","19.67","8.84","17.34","4.95"
"Taiaçu (SP)","Total","Total","100.00","43.12","12.99","31.39","12.49"
"Taiaçu (SP)","Homens","Total","50.09","22.36","6.70","16.88","4.18"
"Taiaçu (SP)","Mulheres","Total","49.89","20.76","6.29","14.49","8.34"
"Taiúva (SP)","Total","Total","100.00","36.87","19.04","31.06","13.03"
"Taiúva (SP)","Homens","Total","58.22","21.65","14.59","16.41","5.57"
"Taiúva (SP)","Mulheres","Total","41.79","15.24","4.45","14.65","7.46"
"Tambaú (SP)","Total","Total","100.00","35.27","18.20","31.05","15.48"
"Tambaú (SP)","Homens","Total","48.61","17.50","9.81","14.19","7.11"
"Tambaú (SP)","Mulheres","Total","51.39","17.77","8.39","16.87","8.36"
"Tanabi (SP)","Total","Total","100.00","37.07","17.21","33.23","12.49"
"Tanabi (SP)","Homens","Total","48.65","17.87","9.18","16.23","5.37"
"Tanabi (SP)","Mulheres","Total","51.35","19.20","8.03","17.00","7.11"
"Tapiraí (SP)","Total","Total","100.00","41.85","15.37","33.60","9.16"
"Tapiraí (SP)","Homens","Total","50.24","21.85","8.20","16.72","3.47"
"Tapiraí (SP)","Mulheres","Total","49.76","20.00","7.17","16.90","5.69"
"Tapiratiba (SP)","Total","Total","100.00","36.52","14.36","34.89","14.22"
"Tapiratiba (SP)","Homens","Total","47.98","17.43","7.72","17.37","5.44"
"Tapiratiba (SP)","Mulheres","Total","52.02","19.10","6.64","17.52","8.77"
"Taquaral (SP)","Total","Total","100.00","43.63","12.65","31.17","12.60"
"Taquaral (SP)","Homens","Total","49.78","21.18","7.51","16.77","4.31"
"Taquaral (SP)","Mulheres","Total","50.22","22.44","5.14","14.40","8.29"
"Taquaritinga (SP)","Total","Total","100.00","32.15","15.18","37.08","15.60"
"Taquaritinga (SP)","Homens","Total","48.15","16.02","7.33","18.77","6.04"
"Taquaritinga (SP)","Mulheres","Total","51.85","16.13","7.85","18.31","9.56"
"Taquarituba (SP)","Total","Total","100.00","42.18","15.90","30.63","11.28"
"Taquarituba (SP)","Homens","Total","51.49","23.21","9.11","14.31","4.87"
"Taquarituba (SP)","Mulheres","Total","48.51","18.97","6.79","16.32","6.42"
"Taquarivaí (SP)","Total","Total","100.00","43.07","14.50","35.78","6.65"
"Taquarivaí (SP)","Homens","Total","50.79","23.13","7.55","17.57","2.54"
"Taquarivaí (SP)","Mulheres","Total","49.21","19.94","6.95","18.21","4.11"
"Tarabai (SP)","Total","Total","100.00","34.08","17.12","39.37","9.42"
"Tarabai (SP)","Homens","Total","48.54","17.06","9.02","18.70","3.77"
"Tarabai (SP)","Mulheres","Total","51.46","17.04","8.12","20.67","5.65"
"Tarumã (SP)","Total","Total","100.00","32.42","15.75","40.41","11.42"
"Tarumã (SP)","Homens","Total","49.16","16.09","8.75","19.82","4.50"
"Tarumã (SP)","Mulheres","Total","50.84","16.33","7.00","20.58","6.92"
"Tatuí (SP)","Total","Total","100.00","28.13","15.36","40.86","15.64"
"Tatuí (SP)","Homens","Total","48.02","13.53","7.92","19.72","6.86"
"Tatuí (SP)","Mulheres","Total","51.98","14.60","7.45","21.14","8.79"
"Taubaté (SP)","Total","Total","100.00","20.19","12.39","43.32","24.11"
"Taubaté (SP)","Homens","Total","47.24","9.30","5.88","21.58","10.48"
"Taubaté (SP)","Mulheres","Total","52.76","10.89","6.51","21.73","13.63"
"Tejupá (SP)","Total","Total","100.00","50.68","13.91","28.93","6.47"
"Tejupá (SP)","Homens","Total","51.72","26.24","7.90","15.31","2.31"
"Tejupá (SP)","Mulheres","Total","48.28","24.45","6.05","13.62","4.16"
"Teodoro Sampaio (SP)","Total","Total","100.00","31.61","15.09","39.66","13.63"
"Teodoro Sampaio (SP)","Homens","Total","48.61","15.93","8.49","18.81","5.38"
"Teodoro Sampaio (SP)","Mulheres","Total","51.39","15.68","6.61","20.85","8.24"
"Terra Roxa (SP)","Total","Total","100.00","40.39","11.30","35.97","12.34"
"Terra Roxa (SP)","Homens","Total","49.80","20.85","6.26","18.08","4.61"
"Terra Roxa (SP)","Mulheres","Total","50.20","19.56","5.02","17.89","7.73"
"Tietê (SP)","Total","Total","100.00","25.53","17.59","36.87","20.00"
"Tietê (SP)","Homens","Total","48.68","12.58","9.12","18.41","8.56"
"Tietê (SP)","Mulheres","Total","51.32","12.94","8.48","18.46","11.44"
"Timburi (SP)","Total","Total","100.00","41.54","14.27","32.71","11.43"
"Timburi (SP)","Homens","Total","50.13","22.04","7.01","17.42","3.66"
"Timburi (SP)","Mulheres","Total","49.87","19.50","7.26","15.34","7.77"
"Torre de Pedra (SP)","Total","Total","100.00","39.80","18.09","33.67","8.45"
"Torre de Pedra (SP)","Homens","Total","48.69","19.40","10.14","15.77","3.38"
"Torre de Pedra (SP)","Mulheres","Total","51.31","20.40","7.95","17.96","5.07"
"Torrinha (SP)","Total","Total","100.00","42.82","18.60","24.40","14.20"
"Torrinha (SP)","Homens","Total","49.51","22.23","9.99","11.50","5.79"
"Torrinha (SP)","Mulheres","Total","50.49","20.59","8.61","12.89","8.41"
"Trabiju (SP)","Total","Total","100.00","32.52","29.47","31.27","6.74"
"Trabiju (SP)","Homens","Total","49.84","17.32","15.60","14.58","2.35"
"Trabiju (SP)","Mulheres","Total","50.16","15.20","13.87","16.69","4.39"
"Tremembé (SP)","Total","Total","100.00","25.50","16.89","37.71","19.90"
"Tremembé (SP)","Homens","Total","54.01","14.88","10.72","20.11","8.30"
"Tremembé (SP)","Mulheres","Total","45.99","10.63","6.17","17.59","11.59"
"Três Fronteiras (SP)","Total","Total","100.00","35.51","15.25","34.75","14.47"
"Três Fronteiras (SP)","Homens","Total","49.33","17.93","8.24","16.88","6.30"
"Três Fronteiras (SP)","Mulheres","Total","50.67","17.58","7.02","17.90","8.19"
